id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
255516.0,2019-10-05,sábado,04:20:00,PE,232,"129,7",CARUARU,Ingestão de Álcool,Saída de leito carroçável,Com Vítimas Fatais,Amanhecer,Crescente,Céu Claro,Dupla,Reta,Sim,3,1,0,2,0,0,2,1,"-8,30193507","-35,98092002",SPRF-PE,DEL02-PE,UOP03-DEL02-PE
255559.0,2019-12-12,quinta-feira,15:55:00,PE,101,26,IGARASSU,Defeito Mecânico no Veículo,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Múltipla,Reta,Não,2,0,1,1,0,0,2,1,"-7,70826223","-34,92811677",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
255572.0,2019-12-12,quinta-feira,17:05:00,PE,408,94,SAO LOURENCO DA MATA,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Anoitecer,Crescente,Céu Claro,Dupla,Reta,Sim,2,1,0,0,1,0,0,2,"-8,00448211","-35,04643006",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
255602.0,2019-11-13,quarta-feira,13:30:00,PE,232,85,GRAVATA,Falta de Atenção à Condução,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,0,0,1,0,0,1,"-8,20951081","-35,61182408",SPRF-PE,DEL01-PE,UOP02-DEL02PE
255644.0,2019-12-13,sexta-feira,02:50:00,PE,232,"451,1",SAO JOSE DO BELMONTE,Falta de Atenção à Condução,Incêndio,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,0,0,1,0,1,"-7,98578918","-38,64298197",SPRF-PE,DEL04-PE,UOP01-DEL04-PE
255684.0,2019-12-13,sexta-feira,09:00:00,PE,428,"188,6",PETROLINA,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Interseção de Vias,Sim,2,0,0,1,1,0,1,2,"-9,36400596","-40,48266808",SPRF-PE,DEL06-PE,UOP01-DEL06-PE
255686.0,2019-12-13,sexta-feira,08:30:00,PE,101,44,IGARASSU,Falta de Atenção à Condução,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,3,0,3,0,0,0,3,1,"-7,85637001","-34,90842109",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
255712.0,2019-12-13,sexta-feira,09:25:00,PE,423,"154,6",IATI,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,1,0,1,0,0,0,1,1,"-9,0566026","-36,93412423",SPRF-PE,DEL03-PE,UOP01-DEL03-PE
255780.0,2019-12-13,sexta-feira,16:50:00,PE,110,"97,7",SERTANIA,Defeito Mecânico no Veículo,Incêndio,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,0,1,0,0,1,"-8,37247412","-37,29327894",SPRF-PE,DEL03-PE,UOP02-DEL03-PE
255811.0,2019-12-13,sexta-feira,19:00:00,PE,232,"35,8",MORENO,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,0,1,1,2,"-8,10907341","-35,19256991",SPRF-PE,DEL01-PE,UOP02-DEL02PE
255823.0,2019-12-13,sexta-feira,20:30:00,PE,232,"408,2",SERRA TALHADA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Interseção de Vias,Sim,2,0,1,0,1,0,1,2,"-7,98371447","-38,28047709",SPRF-PE,DEL04-PE,UOP01-DEL04-PE
255891.0,2019-12-14,sábado,03:30:00,PE,423,92,GARANHUNS,Falta de Atenção à Condução,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,1,0,1,0,0,0,1,1,"-8,8619549","-36,46381174",SPRF-PE,DEL03-PE,UOP01-DEL03-PE
256018.0,2019-12-14,sábado,16:30:00,PE,101,"57,9",PAULISTA,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,4,0,3,0,1,0,3,2,"-7,96346213","-34,91513486",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
256042.0,2019-12-14,sábado,18:10:00,PE,101,"63,1",RECIFE,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,2,0,0,2,"-8,00800604","-34,93756535",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
256099.0,2019-12-14,sábado,20:30:00,PE,408,"73,9",PAUDALHO,Desobediência às normas de trânsito pelo pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Nublado,Dupla,Reta;Declive                  ,Sim,2,1,0,0,0,1,0,2,"-7,89069683","-35,17793383",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
256103.0,2019-12-14,sábado,22:00:00,PE,232,"31,1",MORENO,Desobediência às normas de trânsito pelo condutor,Colisão com objeto estático,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva,Não,2,0,2,0,0,0,2,1,"-8,10678602","-35,15841205",SPRF-PE,DEL01-PE,UOP02-DEL02PE
256145.0,2019-12-15,domingo,03:40:00,PE,116,"27,1",SALGUEIRO,Falta de Atenção à Condução,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Aclive;Reta                   ,Sim,2,1,0,0,0,1,0,2,"-8,078546","-39,130867",SPRF-PE,DEL05-PE,UOP01-DEL05-PE
256172.0,2019-12-15,domingo,04:40:00,PE,104,65,CARUARU,Falta de Atenção à Condução,Colisão com objeto estático,Sem Vítimas,Amanhecer,Decrescente,Chuva,Dupla,Curva,Sim,1,0,0,0,1,0,0,1,"-8,2867","-35,9838",SPRF-PE,DEL02-PE,UOP01-DEL02-PE
256208.0,2019-12-15,domingo,08:30:00,PE,428,"188,3",PETROLINA,Sinalização da via insuficiente ou inadequada,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Interseção de Vias,Sim,2,0,1,0,1,0,1,2,"-9,375598","-40,490956",SPRF-PE,DEL06-PE,UOP01-DEL06-PE
256212.0,2019-12-15,domingo,08:45:00,PE,232,403,SERRA TALHADA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,7,0,1,0,6,0,1,2,"-8,00147098","-38,24433438",SPRF-PE,DEL04-PE,UOP01-DEL04-PE
256216.0,2019-12-15,domingo,09:50:00,PE,101,"46,2",IGARASSU,Falta de Atenção à Condução,Colisão frontal,Sem Vítimas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,3,0,0,0,1,2,0,3,"-7,87406004","-34,90588126",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
256236.0,2019-12-15,domingo,12:15:00,PE,104,28,TORITAMA,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Sim,2,0,0,1,1,0,1,2,"-8,0065","-36,0709",SPRF-PE,DEL02-PE,UOP01-DEL02-PE
256297.0,2019-12-15,domingo,15:15:00,PE,423,"95,2",GARANHUNS,Pista Escorregadia,Colisão lateral,Com Vítimas Fatais,Pleno dia,Decrescente,Chuva,Simples,Curva,Sim,7,1,1,1,4,0,2,2,"-8,879309","-36,480045",SPRF-PE,DEL03-PE,UOP01-DEL03-PE
256315.0,2019-12-15,domingo,17:50:00,PE,101,87,CABO DE SANTO AGOSTINHO,Ingestão de Álcool,Colisão com objeto estático,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,1,0,1,0,0,0,1,1,"-8,18803219","-34,96573849",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
256319.0,2019-12-15,domingo,18:15:00,PE,116,"77,3",CABROBO,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Declive,Não,5,0,1,0,4,0,1,1,"-8,499682","-39,209816",SPRF-PE,DEL05-PE,UOP03-DEL05-PE
256332.0,2019-12-15,domingo,18:20:00,PE,101,"71,3",RECIFE,Ingestão de Álcool,Engavetamento,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta;Em Obras                 ,Sim,4,0,0,0,4,0,0,4,"-8,080714","-34,943039",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
256407.0,2019-12-16,segunda-feira,03:25:00,PE,101,"58,1",PAULISTA,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,0,1,1,0,2,"-7,97063209","-34,92064675",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
256475.0,2019-12-16,segunda-feira,10:30:00,PE,101,80,JABOATAO DOS GUARARAPES,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,1,0,1,2,"-8,15258426","-34,94270694",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
256486.0,2019-12-16,segunda-feira,11:30:00,PE,101,55,PAULISTA,Defeito Mecânico no Veículo,Incêndio,Sem Vítimas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,1,0,0,0,1,0,0,1,"-7,94806621","-34,9062148",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
256502.0,2019-12-16,segunda-feira,11:30:00,PE,232,"168,9",TACAIMBO,Ultrapassagem Indevida,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Aclive,Não,14,0,10,1,3,0,11,1,"-8,33986354","-36,32534101",SPRF-PE,DEL02-PE,UOP03-DEL02-PE
256538.0,2019-12-16,segunda-feira,16:20:00,PE,232,"36,4",MORENO,Mal Súbito,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-8,11082778","-35,20125807",SPRF-PE,DEL01-PE,UOP02-DEL02PE
256541.0,2019-12-16,segunda-feira,16:20:00,PE,104,67,CARUARU,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,"-8,3016","-35,9882",SPRF-PE,DEL02-PE,UOP01-DEL02-PE
256566.0,2019-12-16,segunda-feira,18:30:00,PE,232,262,ARCOVERDE,Animais na Pista,Atropelamento de Animal,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,1,0,0,0,1,0,0,1,"-8,40982756","-37,146866",SPRF-PE,DEL03-PE,UOP02-DEL03-PE
256573.0,2019-12-16,segunda-feira,18:30:00,PE,428,"184,2",PETROLINA,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-9,34658143","-40,47361135",SPRF-PE,DEL06-PE,UOP01-DEL06-PE
256614.0,2019-12-16,segunda-feira,18:40:00,PE,232,"79,3",GRAVATA,Desobediência às normas de trânsito pelo condutor,Colisão com objeto estático,Sem Vítimas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim,5,0,0,0,5,0,0,2,"-8,19460572","-35,56074803",SPRF-PE,DEL01-PE,UOP02-DEL02PE
256646.0,2019-12-17,terça-feira,07:15:00,PE,101,84,JABOATAO DOS GUARARAPES,Desobediência às normas de trânsito pelo condutor,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-8,17778559","-34,95087297",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
256650.0,2019-12-17,terça-feira,06:40:00,PE,232,"173,7",BELO JARDIM,Condutor Dormindo,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,5,0,3,1,1,0,4,3,"-8,33916255","-36,36917103",SPRF-PE,DEL02-PE,UOP03-DEL02-PE
256655.0,2019-12-17,terça-feira,08:20:00,PE,101,"47,1",ABREU E LIMA,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-7,88290701","-34,90461208",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
256705.0,2019-12-17,terça-feira,12:50:00,PE,101,"175,7",JOAQUIM NABUCO,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,2,0,1,0,0,1,1,2,"-8,60296585","-35,535297",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
256721.0,2019-12-17,terça-feira,13:40:00,PE,428,"175,6",PETROLINA,Defeito Mecânico no Veículo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-9,26025696","-40,42934308",SPRF-PE,DEL06-PE,UOP01-DEL06-PE
256732.0,2019-12-17,terça-feira,15:50:00,PE,101,"61,1",RECIFE,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Vento,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-7,99097103","-34,93598295",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
256751.0,2019-12-17,terça-feira,18:00:00,PE,232,133,CARUARU,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,0,1,1,2,"-8,30607988","-36,01576003",SPRF-PE,DEL02-PE,UOP03-DEL02-PE
256754.0,2019-12-17,terça-feira,18:27:00,PE,101,"50,1",ABREU E LIMA,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Interseção de Vias,Sim,3,0,2,0,1,0,2,2,"-7,90938602","-34,90123228",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
256796.0,2019-12-17,terça-feira,22:05:00,PE,232,"195,1",SANHARO,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-8,36547121","-36,5628009",SPRF-PE,DEL02-PE,UOP03-DEL02-PE
256802.0,2019-12-17,terça-feira,23:20:00,PE,232,8,RECIFE,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Sem Vítimas,Plena Noite,Decrescente,Nublado,Dupla,Interseção de Vias,Sim,2,0,0,0,2,0,0,2,"-8,07583727","-34,97015791",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
256854.0,2019-12-18,quarta-feira,07:40:00,PE,232,195,SANHARO,Falta de Atenção à Condução,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Sim,2,0,0,0,2,0,0,2,"-8,36547121","-36,5628009",SPRF-PE,DEL02-PE,UOP03-DEL02-PE
256867.0,2019-12-18,quarta-feira,08:15:00,PE,101,102,CABO DE SANTO AGOSTINHO,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-8,28870734","-35,04100746",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
256897.0,2019-12-18,quarta-feira,10:00:00,PE,101,65,RECIFE,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Não,2,0,2,0,0,0,2,1,"-8,02478597","-34,94276635",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
256926.0,2019-12-18,quarta-feira,13:20:00,PE,101,50,ABREU E LIMA,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Retorno Regulamentado,Sim,2,0,1,0,1,0,1,2,"-7,90938602","-34,90123228",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
256936.0,2019-11-21,quinta-feira,09:05:00,PE,232,"406,5",SERRA TALHADA,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Aclive,Sim,3,0,1,0,2,0,1,2,"-7,98822898","-38,25731456",SPRF-PE,DEL04-PE,UOP01-DEL04-PE
256960.0,2019-12-18,quarta-feira,16:15:00,PE,232,"195,9",SANHARO,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,6,0,0,3,3,0,3,2,"-8,36547121","-36,5628009",SPRF-PE,DEL02-PE,UOP03-DEL02-PE
256984.0,2019-12-18,quarta-feira,16:00:00,PE,101,122,ESCADA,Condutor Dormindo,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-8,35939636","-35,19500398",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
256990.0,2019-12-18,quarta-feira,18:00:00,PE,101,3,GOIANA,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,1,0,1,0,0,0,1,1,"-7,52387351","-34,99333161",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
257014.0,2019-12-18,quarta-feira,19:40:00,PE,423,54,LAJEDO,Restrição de Visibilidade,Colisão com objeto em movimento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-8,607734","-36,29399698",SPRF-PE,DEL03-PE,UOP01-DEL03-PE
257037.0,2019-12-18,quarta-feira,21:00:00,PE,232,"413,4",SERRA TALHADA,Ingestão de Álcool,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,1,0,0,0,1,0,0,1,"-7,98857087","-38,32972307",SPRF-PE,DEL04-PE,UOP01-DEL04-PE
257132.0,2019-12-19,quinta-feira,10:30:00,PE,101,"58,6",PAULISTA,Velocidade Incompatível,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-7,97063209","-34,92064675",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
257218.0,2019-12-19,quinta-feira,16:30:00,PE,101,58,PAULISTA,Ingestão de Álcool,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,4,0,1,0,0,3,1,2,"-7,97063209","-34,92064675",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
257275.0,2019-12-19,quinta-feira,21:30:00,PE,104,67,CARUARU,Falta de Atenção à Condução,Capotamento,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,0,1,0,1,"-8,3016","-35,9882",SPRF-PE,DEL02-PE,UOP01-DEL02-PE
257306.0,2019-12-20,sexta-feira,06:05:00,PE,232,10,JABOATAO DOS GUARARAPES,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-8,07917241","-34,98718609",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
257311.0,2019-12-20,sexta-feira,05:50:00,PE,101,31,ITAPISSUMA,Pista Escorregadia,Tombamento,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-7,74443874","-34,93872764",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
257448.0,2019-12-20,sexta-feira,17:30:00,PE,232,"5,6",RECIFE,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Sem Vítimas,Anoitecer,Crescente,Céu Claro,Dupla,Em Obras;Reta                 ,Sim,2,0,0,0,2,0,0,2,"-8,06795766","-34,94535414",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
257468.0,2019-12-20,sexta-feira,16:50:00,PE,101,50,ABREU E LIMA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Interseção de Vias,Sim,2,0,0,2,0,0,2,2,"-7,90938602","-34,90123228",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
257484.0,2019-12-20,sexta-feira,18:15:00,PE,428,"188,5",PETROLINA,Falta de Atenção do Pedestre,Colisão transversal,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-9,36400596","-40,48266808",SPRF-PE,DEL06-PE,UOP01-DEL06-PE
257644.0,2019-12-21,sábado,08:05:00,PE,408,"100,7",SAO LOURENCO DA MATA,Pista Escorregadia,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Rotatória,Sim,1,0,1,0,0,0,1,1,"-8,04364056","-35,01674995",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
257647.0,2019-12-21,sábado,08:30:00,PE,101,"76,8",JABOATAO DOS GUARARAPES,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,3,0,2,1,0,0,3,2,"-8,11813811","-34,94329214",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
257650.0,2019-12-21,sábado,06:20:00,PE,232,"99,2",BEZERROS,Falta de Atenção à Condução,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim,4,0,1,2,1,0,3,3,"-8,2367277","-35,73401605",SPRF-PE,DEL01-PE,UOP02-DEL02PE
257655.0,2019-12-21,sábado,08:25:00,PE,101,"49,6",ABREU E LIMA,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,2,0,0,1,1,0,1,2,"-7,9068468","-34,9021042",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
257773.0,2019-12-21,sábado,18:00:00,PE,232,6,RECIFE,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Sim,3,0,2,1,0,0,3,2,"-8,07079525","-34,9535389",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
257840.0,2019-12-21,sábado,21:00:00,PE,101,"60,4",RECIFE,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Vento,Múltipla,Reta,Não,3,0,2,0,0,1,2,2,"-7,98344307","-34,93176727",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
257851.0,2019-12-21,sábado,22:10:00,PE,101,"73,7",RECIFE,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Curva,Sim,2,0,1,0,1,0,1,2,"-8,093369","-34,947464",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
257853.0,2019-12-21,sábado,20:30:00,PE,101,"98,7",CABO DE SANTO AGOSTINHO,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,0,1,2,2,"-8,25653422","-35,03811793",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
257875.0,2019-12-21,sábado,15:00:00,PE,232,"197,1",SANHARO,Avarias e/ou desgaste excessivo no pneu,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Sol,Simples,Reta,Sim,1,0,0,0,1,0,0,1,"-8,36891793","-36,580362",SPRF-PE,DEL02-PE,UOP03-DEL02-PE
257934.0,2019-12-22,domingo,07:55:00,PE,104,"55,2",CARUARU,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Aclive;Reta                   ,Não,10,0,5,0,5,0,5,3,"-8,19400071","-35,96632004",SPRF-PE,DEL02-PE,UOP01-DEL02-PE
257939.0,2019-12-22,domingo,08:00:00,PE,101,75,RECIFE,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Não,5,0,1,0,4,0,1,3,"-8,10973523","-34,94660151",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
257983.0,2019-12-22,domingo,03:50:00,PE,232,508,SALGUEIRO,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Declive;Reta                  ,Sim,1,0,1,0,0,0,1,1,"-8,06223271","-39,12095006",SPRF-PE,DEL05-PE,UOP01-DEL05-PE
257994.0,2019-12-22,domingo,13:15:00,PE,101,"70,3",RECIFE,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-8,07108458","-34,94246721",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
258009.0,2019-12-22,domingo,15:00:00,PE,101,"66,2",RECIFE,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,0,1,2,0,1,2,"-8,03368534","-34,94184125",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
258036.0,2019-12-22,domingo,17:00:00,PE,101,148,RIBEIRAO,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,0,1,1,2,"-8,48336698","-35,37204035",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
258063.0,2019-12-22,domingo,18:00:00,PE,101,37,IGARASSU,Ingestão de Álcool,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,1,1,0,2,2,"-7,79726705","-34,9274932",SPRF-PE,DEL01-PE,UOP02-DEL01-PE
258159.0,2019-12-23,segunda-feira,03:00:00,PE,232,9,RECIFE,Falta de Atenção à Condução,Colisão com objeto estático,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,0,1,0,1,"-8,07764447","-34,97863609",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
258178.0,2019-12-23,segunda-feira,09:30:00,PE,101,"77,7",JABOATAO DOS GUARARAPES,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-8,126982","-34,94386",SPRF-PE,DEL01-PE,UOP01-DEL01-PE
258181.0,2019-12-23,segunda-feira,07:00:00,PE,101,114,ESCADA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,1,0,1,0,0,0,1,1,"-8,33585626","-35,1333699",SPRF-PE,DEL01-PE,UOP03-DEL01-PE
